id,format,season,season_year,episodes,genres,source,tags,studios
80,TV,SPRING,1979.0,43.0,"[""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""WAR"", ""MILITARY"", ""REAL ROBOT"", ""SPACE"", ""SPACE OPERA"", ""POLITICS"", ""COMING OF AGE"", ""TRAGEDY"", ""MALE PROTAGONIST"", ""ANTI-HERO"", ""GUNS"", ""PRIMARILY TEEN CAST"", ""ENSEMBLE CAST"", ""SUPER POWER"", ""LOVE TRIANGLE"", ""REVENGE"", ""CONSPIRACY"", ""NUDITY""]","[""SUNRISE""]"
81,OVA,WINTER,1996.0,12.0,"[""ADVENTURE"", ""DRAMA"", ""MECHA"", ""ROMANCE"", ""SCI-FI""]",ORIGINAL,"[""WAR"", ""MILITARY"", ""MALE PROTAGONIST"", ""REAL ROBOT"", ""POLITICS"", ""PRIMARILY ADULT CAST"", ""LOVE TRIANGLE"", ""NUDITY"", ""SPACE""]","[""SUNRISE""]"
82,OVA,SPRING,1989.0,6.0,"[""ADVENTURE"", ""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""WAR"", ""MILITARY"", ""TRAGEDY"", ""URBAN"", ""MALE PROTAGONIST"", ""REAL ROBOT"", ""ESPIONAGE"", ""SPACE"", ""PRIMARILY MALE CAST""]","[""SUNRISE""]"
83,MOVIE,SUMMER,1998.0,1.0,"[""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""REAL ROBOT"", ""MILITARY""]","[""SUNRISE""]"
84,OVA,SPRING,1991.0,13.0,"[""ADVENTURE"", ""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""SPACE"", ""MILITARY"", ""HETEROSEXUAL"", ""REAL ROBOT"", ""PRIMARILY ADULT CAST"", ""SPACE OPERA""]","[""SUNRISE""]"
85,TV,SPRING,1985.0,50.0,"[""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""SPACE"", ""MILITARY"", ""WAR"", ""POLITICS"", ""SPACE OPERA"", ""ENSEMBLE CAST"", ""REAL ROBOT"", ""FAMILY LIFE"", ""TRAGEDY"", ""MALE PROTAGONIST"", ""REVENGE"", ""HETEROSEXUAL"", ""MEMORY MANIPULATION"", ""SUPER POWER"", ""ANTI-HERO""]","[""SUNRISE""]"
86,TV,SPRING,1986.0,47.0,"[""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""WAR"", ""SPACE OPERA"", ""SPACE"", ""ENSEMBLE CAST"", ""POLITICS"", ""REAL ROBOT"", ""MILITARY"", ""MALE PROTAGONIST"", ""SLAPSTICK"", ""CROSSDRESSING"", ""SUPER POWER"", ""HENSHIN"", ""GUNS"", ""TRAGEDY"", ""LOVE TRIANGLE"", ""ESPIONAGE""]","[""SUNRISE""]"
87,MOVIE,SPRING,1988.0,1.0,"[""DRAMA"", ""MECHA"", ""SCI-FI""]",OTHER,"[""MILITARY"", ""SPACE"", ""POLITICS"", ""WAR"", ""REAL ROBOT"", ""SPACE OPERA"", ""ENSEMBLE CAST"", ""TRAGEDY"", ""GUNS"", ""LOVE TRIANGLE"", ""SUPER POWER"", ""MALE PROTAGONIST""]","[""SUNRISE""]"
88,MOVIE,SPRING,1991.0,1.0,"[""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""MILITARY"", ""SPACE"", ""REAL ROBOT"", ""WAR"", ""SHOUNEN""]","[""SUNRISE""]"
89,TV,SPRING,1993.0,51.0,"[""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""MILITARY"", ""REAL ROBOT"", ""WAR"", ""COMING OF AGE"", ""SPACE"", ""SPACE OPERA"", ""TRAGEDY"", ""CULT""]","[""SUNRISE""]"
90,TV,SPRING,1995.0,49.0,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""POLITICS"", ""REAL ROBOT"", ""MILITARY"", ""ENSEMBLE CAST"", ""TERRORISM"", ""PRIMARILY MALE CAST"", ""SPACE"", ""WAR"", ""MALE PROTAGONIST"", ""PHILOSOPHY"", ""SUICIDE"", ""CIRCUS""]","[""SUNRISE""]"
91,OVA,WINTER,1997.0,3.0,"[""ACTION"", ""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""MILITARY"", ""SPACE""]","[""SUNRISE""]"
92,TV,SPRING,1996.0,39.0,"[""ADVENTURE"", ""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""REAL ROBOT"", ""ENVIRONMENTAL"", ""HETEROSEXUAL"", ""ENSEMBLE CAST"", ""SPACE"", ""POST-APOCALYPTIC"", ""MALE PROTAGONIST"", ""SUICIDE"", ""ESPIONAGE"", ""TRAGEDY""]","[""SUNRISE""]"
93,TV,FALL,2002.0,50.0,"[""ACTION"", ""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""MILITARY"", ""WAR"", ""TRAGEDY"", ""REAL ROBOT"", ""SPACE"", ""LOVE TRIANGLE"", ""CGI"", ""POLITICS""]","[""SUNRISE""]"
94,TV,FALL,2004.0,50.0,"[""ACTION"", ""DRAMA"", ""MECHA"", ""ROMANCE"", ""SCI-FI""]",ORIGINAL,"[""REAL ROBOT"", ""SPACE"", ""MALE PROTAGONIST"", ""TRAGEDY"", ""CGI""]","[""SUNRISE""]"
95,TV,SPRING,1999.0,50.0,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""LOST CIVILIZATION"", ""COMING OF AGE"", ""ENSEMBLE CAST"", ""WAR"", ""REAL ROBOT"", ""ANACHRONISM"", ""SPACE"", ""POLITICS"", ""FOREIGN"", ""CROSSDRESSING"", ""COSMIC HORROR"", ""RURAL"", ""MALE PROTAGONIST"", ""AGRICULTURE"", ""POST-APOCALYPTIC""]","[""SUNRISE""]"
96,TV,SPRING,1994.0,49.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""MECHA"", ""ROMANCE""]",ORIGINAL,"[""BATTLE ROYALE"", ""SUPER ROBOT"", ""MARTIAL ARTS"", ""MALE PROTAGONIST"", ""REVENGE"", ""REAL ROBOT"", ""FOREIGN"", ""HETEROSEXUAL"", ""SPACE"", ""HENSHIN"", ""DYSTOPIAN"", ""LOVE TRIANGLE"", ""EPISODIC""]","[""SUNRISE""]"
97,TV,SPRING,2003.0,26.0,"[""ACTION"", ""ADVENTURE"", ""SCI-FI""]",ORIGINAL,"[""AVIATION"", ""WAR"", ""POST-APOCALYPTIC"", ""STEAMPUNK"", ""CGI"", ""ENSEMBLE CAST"", ""HETEROSEXUAL"", ""LOST CIVILIZATION""]","[""GONZO""]"
98,TV,FALL,2004.0,26.0,"[""ACTION"", ""COMEDY"", ""DRAMA"", ""FANTASY"", ""MECHA"", ""ROMANCE""]",ORIGINAL,"[""MAGIC"", ""ROBOTS"", ""BATTLE ROYALE"", ""ENSEMBLE CAST"", ""FEMALE PROTAGONIST"", ""SCHOOL"", ""SUPER POWER"", ""URBAN FANTASY"", ""YURI"", ""GODS"", ""KUUDERE"", ""PRIMARILY FEMALE CAST"", ""DRAGONS"", ""MOTORCYCLES"", ""CROSSDRESSING"", ""YANDERE""]","[""SUNRISE""]"
99,TV,FALL,2005.0,26.0,"[""COMEDY"", ""DRAMA"", ""FANTASY""]",ORIGINAL,"[""MAGIC"", ""HENSHIN"", ""KUUDERE"", ""PRIMARILY FEMALE CAST""]","[""SUNRISE""]"
100,TV,SPRING,2001.0,13.0,"[""COMEDY"", ""DRAMA"", ""FANTASY"", ""MAHOU SHOUJO"", ""ROMANCE""]",MANGA,"[""MAGIC"", ""HENSHIN"", ""MALE HAREM"", ""SHOUJO"", ""FEMALE PROTAGONIST"", ""FAIRY TALE"", ""HETEROSEXUAL"", ""MAIDS"", ""TRAGEDY"", ""LOVE TRIANGLE"", ""FAMILY LIFE"", ""SWORDPLAY""]","[""HAL FILM MAKER""]"
101,TV,WINTER,2005.0,13.0,"[""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",VISUAL_NOVEL,"[""TRAGEDY"", ""REINCARNATION"", ""MAGIC"", ""HISTORICAL"", ""MALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""FEMALE HAREM"", ""AMNESIA"", ""SAMURAI"", ""HETEROSEXUAL"", ""ACHRONOLOGICAL ORDER"", ""DINOSAURS"", ""TIME SKIP"", ""KUUDERE""]","[""KYOTO ANIMATION""]"
102,TV,SPRING,2004.0,26.0,"[""COMEDY"", ""DRAMA"", ""ROMANCE""]",MANGA,"[""FAMILY LIFE"", ""SHOUJO"", ""MALE PROTAGONIST"", ""SCHOOL"", ""ADOPTION"", ""BULLYING"", ""HETEROSEXUAL""]","[""TMS ENTERTAINMENT""]"
103,TV,WINTER,1994.0,74.0,"[""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""MAHOU SHOUJO"", ""ROMANCE""]",MANGA,"[""MAGIC"", ""PRIMARILY CHILD CAST"", ""SHOUJO"", ""SLAPSTICK"", ""FEMALE PROTAGONIST"", ""WITCH"", ""FOUND FAMILY"", ""MERMAID"", ""HENSHIN"", ""WEREWOLF""]","[""STUDIO GALLOP""]"
104,TV,SPRING,2000.0,24.0,"[""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""HORROR"", ""ROMANCE""]",MANGA,"[""SHOUJO"", ""FEMALE PROTAGONIST"", ""REINCARNATION"", ""HETEROSEXUAL"", ""TWINS"", ""MYTHOLOGY"", ""TRAGEDY"", ""INCEST"", ""AGE GAP""]","[""STUDIO PIERROT""]"
105,TV,SPRING,2000.0,13.0,"[""COMEDY"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""SHOUNEN"", ""ENSEMBLE CAST"", ""MALE PROTAGONIST"", ""EPISODIC"", ""SCHOOL"", ""HETEROSEXUAL"", ""COMING OF AGE""]","[""HAL FILM MAKER""]"
106,TV,FALL,1996.0,51.0,"[""COMEDY"", ""DRAMA"", ""ROMANCE""]",MANGA,"[""SCHOOL"", ""SHOUJO"", ""FEMALE PROTAGONIST"", ""MALE HAREM"", ""LOVE TRIANGLE"", ""BULLYING"", ""TSUNDERE"", ""HETEROSEXUAL"", ""REVENGE"", ""FOREIGN""]","[""TOEI ANIMATION""]"
107,TV,SPRING,2002.0,13.0,"[""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""EPISODIC"", ""MALE PROTAGONIST""]","[""STUDIO DEEN""]"
108,OVA,WINTER,2004.0,3.0,"[""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""PSYCHOLOGICAL""]",MANGA,"[""SHOUNEN"", ""MALE PROTAGONIST""]","[""STUDIO DEEN""]"
109,TV,SPRING,2004.0,24.0,"[""ADVENTURE"", ""COMEDY"", ""MECHA"", ""SCI-FI""]",ORIGINAL,"[""DYSTOPIAN"", ""REAL ROBOT"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""GUNS"", ""ROBOTS"", ""CGI"", ""KUUDERE"", ""YURI"", ""FOOD"", ""TOKUSATSU"", ""TRIADS"", ""BODY HORROR"", ""CONSPIRACY""]","[""GONZO""]"
110,TV,SPRING,1997.0,52.0,"[""ACTION"", ""ADVENTURE"", ""DRAMA""]",MANGA,"[""SHOUNEN"", ""HISTORICAL"", ""FOREIGN"", ""FOOD""]","[""NIPPON ANIMATION""]"
111,TV,SPRING,1999.0,26.0,"[""ADVENTURE"", ""COMEDY"", ""MAHOU SHOUJO"", ""SCI-FI""]",ORIGINAL,"[""MAGIC"", ""FEMALE PROTAGONIST"", ""VIRTUAL WORLD"", ""PRIMARILY FEMALE CAST"", ""KUUDERE"", ""VIDEO GAMES""]","[""NIPPON ANIMATION""]"
115,TV,WINTER,1998.0,13.0,"[""ADVENTURE"", ""COMEDY"", ""FANTASY""]",ORIGINAL,"[""ISEKAI"", ""DYSTOPIAN"", ""REVENGE"", ""MILITARY""]","[""AIC""]"
116,TV,FALL,1995.0,26.0,"[""ADVENTURE"", ""COMEDY""]",ORIGINAL,"[""ISEKAI"", ""SUPER POWER"", ""YURI""]","[""AIC""]"
117,OVA,SPRING,1995.0,7.0,"[""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""ROMANCE""]",ORIGINAL,"[""ISEKAI"", ""ENSEMBLE CAST"", ""SUPER POWER"", ""NUDITY"", ""LGBTQ+ THEMES"", ""KAIJU"", ""TIME MANIPULATION"", ""FEMALE HAREM"", ""MALE PROTAGONIST""]","[""AIC""]"
118,OVA,SPRING,1997.0,4.0,"[""ADVENTURE"", ""COMEDY"", ""FANTASY""]",ORIGINAL,"[""ISEKAI""]","[""AIC""]"
120,TV,SUMMER,2001.0,26.0,"[""COMEDY"", ""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",MANGA,"[""SHOUJO"", ""FEMALE PROTAGONIST"", ""ANIMALS"", ""FAMILY LIFE"", ""MYTHOLOGY"", ""MALE HAREM"", ""LOVE TRIANGLE"", ""SCHOOL"", ""TRAGEDY"", ""HETEROSEXUAL"", ""REINCARNATION"", ""DENPA"", ""BADMINTON"", ""KUUDERE"", ""PRIMARILY TEEN CAST"", ""FOUND FAMILY""]","[""STUDIO DEEN""]"
121,TV,FALL,2003.0,51.0,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY""]",MANGA,"[""PHILOSOPHY"", ""MAGIC"", ""TRAGEDY"", ""MILITARY"", ""MALE PROTAGONIST"", ""COMING OF AGE"", ""SHOUNEN"", ""WAR"", ""ALCHEMY"", ""ALTERNATE UNIVERSE"", ""BODY HORROR"", ""DISABILITY"", ""STEAMPUNK"", ""CHIBI"", ""CHIMERA"", ""TRAVEL"", ""FOREIGN"", ""TOMBOY"", ""ANTI-HERO"", ""CYBORG""]","[""BONES""]"
122,TV,SPRING,2002.0,52.0,"[""COMEDY"", ""DRAMA"", ""MAHOU SHOUJO"", ""MUSIC"", ""ROMANCE"", ""SUPERNATURAL""]",MANGA,"[""FEMALE PROTAGONIST"", ""IDOL"", ""MUSICAL"", ""SHOUJO"", ""TRAGEDY"", ""HETEROSEXUAL"", ""ANGELS"", ""HENSHIN"", ""AGE GAP"", ""YOUKAI"", ""REHABILITATION"", ""SCHOOL"", ""PRIMARILY CHILD CAST"", ""LOVE TRIANGLE""]","[""STUDIO DEEN""]"
123,TV,SPRING,1995.0,52.0,"[""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""FANTASY"", ""ROMANCE""]",MANGA,"[""FEMALE PROTAGONIST"", ""SHOUJO"", ""ISEKAI"", ""TRAGEDY"", ""HETEROSEXUAL"", ""HISTORICAL"", ""MAGIC"", ""MALE HAREM"", ""CROSSDRESSING"", ""LOVE TRIANGLE"", ""TWINS""]","[""STUDIO PIERROT""]"
124,OVA,WINTER,2001.0,4.0,"[""ADVENTURE"", ""FANTASY"", ""ROMANCE""]",MANGA,"[""SHOUJO"", ""FEMALE PROTAGONIST"", ""HETEROSEXUAL"", ""REINCARNATION"", ""CGI"", ""DRAGONS"", ""GODS""]","[""STUDIO PIERROT""]"
126,TV,SPRING,2005.0,13.0,"[""COMEDY"", ""DRAMA"", ""ROMANCE""]",ORIGINAL,"[""COMING OF AGE"", ""LOVE TRIANGLE"", ""MALE PROTAGONIST"", ""TWINS"", ""DULLAHAN"", ""DETECTIVE"", ""YAKUZA"", ""CONSPIRACY"", ""BASEBALL"", ""MAHJONG"", ""ALIENS""]","[""UFOTABLE"", ""FEEL."", ""STUDIO FLAG""]"
127,TV,SPRING,2000.0,24.0,"[""ACTION"", ""COMEDY"", ""FANTASY"", ""MECHA"", ""SCI-FI""]",VIDEO_GAME,"[""MAHJONG"", ""SUPER ROBOT"", ""SLAPSTICK"", ""LOVE TRIANGLE"", ""SUPER POWER"", ""ALIENS"", ""CARS""]","[""GONZO""]"
129,TV,SPRING,2000.0,50.0,"[""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""SUPERNATURAL""]",MANGA,"[""SHOUNEN"", ""DEMONS"", ""MALE HAREM"", ""PRIMARILY MALE CAST"", ""CLASSIC LITERATURE""]","[""STUDIO PIERROT""]"
130,TV,FALL,2003.0,25.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""FANTASY""]",MANGA,"[""DEMONS"", ""SHOUJO"", ""PRIMARILY ADULT CAST""]","[""STUDIO PIERROT""]"
131,TV,SPRING,2004.0,26.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY""]",MANGA,"[""DEMONS"", ""PRIMARILY ADULT CAST"", ""SHOUJO""]","[""STUDIO PIERROT""]"
132,TV,FALL,2002.0,49.0,"[""ACTION"", ""COMEDY"", ""DRAMA"", ""MYSTERY""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""MALE PROTAGONIST"", ""URBAN"", ""WORK"", ""CRIME"", ""DRUGS"", ""VIRTUAL WORLD"", ""MAFIA"", ""CHIBI""]","[""STUDIO DEEN""]"
133,TV,SUMMER,2003.0,12.0,"[""COMEDY"", ""ECCHI"", ""ROMANCE"", ""SLICE OF LIFE""]",VISUAL_NOVEL,"[""NUDITY"", ""SCHOOL"", ""LOVE TRIANGLE"", ""TIME MANIPULATION"", ""BISEXUAL"", ""FEMALE HAREM"", ""ISEKAI"", ""AMNESIA""]","[""STUDIO MATRIX""]"
134,TV,FALL,2003.0,13.0,"[""ACTION"", ""DRAMA"", ""PSYCHOLOGICAL"", ""SCI-FI""]",MANGA,"[""GUNS"", ""ASSASSINS"", ""FOREIGN"", ""FEMALE PROTAGONIST"", ""ENSEMBLE CAST"", ""PRIMARILY FEMALE CAST"", ""URBAN"", ""TRAGEDY"", ""SEINEN"", ""MEMORY MANIPULATION"", ""MAFIA"", ""CRIME"", ""MILITARY"", ""TANNED SKIN"", ""POLITICS"", ""EPISODIC"", ""GORE"", ""SUICIDE"", ""TOMBOY"", ""RAPE""]","[""MADHOUSE""]"
135,TV,FALL,2001.0,75.0,"[""COMEDY"", ""SPORTS"", ""SUPERNATURAL""]",MANGA,"[""GO"", ""COMING OF AGE"", ""GHOST"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""SCHOOL CLUB"", ""FOREIGN""]","[""STUDIO PIERROT""]"
136,TV,FALL,1999.0,62.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",MANGA,"[""SHOUNEN"", ""ENSEMBLE CAST"", ""SUPER POWER"", ""CULTIVATION"", ""MALE PROTAGONIST"", ""REVENGE"", ""PRIMARILY MALE CAST"", ""CRIME"", ""KUUDERE"", ""ASSASSINS"", ""TRAVEL""]","[""NIPPON ANIMATION""]"
137,OVA,WINTER,2002.0,8.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",MANGA,"[""REVENGE"", ""SUPER POWER"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""PRIMARILY ADULT CAST"", ""NOIR"", ""CRIME"", ""MAFIA"", ""ASSASSINS"", ""URBAN FANTASY"", ""TSUNDERE"", ""KUUDERE""]","[""NIPPON ANIMATION""]"
138,OVA,WINTER,2003.0,8.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""CARD BATTLE"", ""CULTIVATION"", ""AUGMENTED REALITY"", ""PRIMARILY CHILD CAST"", ""KUUDERE""]","[""NIPPON ANIMATION""]"
139,OVA,SPRING,2004.0,14.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",MANGA,"[""SHOUNEN"", ""SUPER POWER"", ""CULTIVATION"", ""KUUDERE"", ""CARD BATTLE""]","[""NIPPON ANIMATION""]"
141,TV,WINTER,2005.0,12.0,"[""MECHA"", ""SCI-FI""]",MANGA,"[""SUPER ROBOT"", ""ACHRONOLOGICAL ORDER"", ""FEMALE PROTAGONIST"", ""KUUDERE""]","[""FEEL.""]"
142,TV,WINTER,1999.0,44.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""FANTASY"", ""MAHOU SHOUJO"", ""MYSTERY"", ""ROMANCE""]",MANGA,"[""DEMONS"", ""MAGIC"", ""REINCARNATION"", ""FEMALE PROTAGONIST"", ""COMING OF AGE"", ""HENSHIN"", ""DETECTIVE"", ""EPISODIC"", ""ANGELS"", ""REHABILITATION"", ""SHOUJO"", ""POLICE"", ""URBAN FANTASY"", ""LOVE TRIANGLE"", ""SCHOOL"", ""HETEROSEXUAL"", ""PRIMARILY TEEN CAST"", ""TIME MANIPULATION"", ""ATHLETICS"", ""CROSSDRESSING"", ""PHOTOGRAPHY""]","[""TOEI ANIMATION""]"
143,TV,FALL,2004.0,12.0,"[""DRAMA"", ""MECHA"", ""ROMANCE""]",MANGA,"[""YURI"", ""SUPER ROBOT"", ""MAGIC"", ""SHOUNEN"", ""FEMALE PROTAGONIST"", ""SHRINE MAIDEN"", ""LOVE TRIANGLE"", ""PRIMARILY FEMALE CAST"", ""ALTERNATE UNIVERSE"", ""YANDERE"", ""RAPE"", ""LGBTQ+ THEMES"", ""BISEXUAL""]","[""TNK""]"
144,TV,WINTER,2002.0,13.0,"[""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE"", ""SUPERNATURAL""]",VISUAL_NOVEL,"[""FEMALE HAREM"", ""PRIMARILY FEMALE CAST"", ""AMNESIA"", ""KUUDERE"", ""HETEROSEXUAL"", ""CHIBI"", ""TRAGEDY""]","[""TOEI ANIMATION""]"
145,TV,FALL,1998.0,26.0,"[""COMEDY"", ""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""HETEROSEXUAL"", ""COMING OF AGE"", ""SCHOOL"", ""SHOUJO"", ""PRIMARILY TEEN CAST"", ""FEMALE PROTAGONIST"", ""META"", ""CHIBI"", ""DENPA"", ""ADOPTION"", ""PHILOSOPHY"", ""SURREAL COMEDY"", ""TEENS' LOVE"", ""TANNED SKIN"", ""TOMBOY""]","[""GAINAX"", ""J.C. STAFF""]"
146,TV,SPRING,2004.0,12.0,"[""COMEDY"", ""DRAMA"", ""ROMANCE"", ""SCI-FI""]",ORIGINAL,"[""PHILOSOPHY"", ""COMING OF AGE"", ""MAGIC"", ""RURAL"", ""HENSHIN"", ""KAIJU"", ""NUDITY"", ""MOTORCYCLES"", ""LOVE TRIANGLE"", ""SUPER POWER"", ""ALIENS""]","[""GAINAX""]"
147,TV,FALL,2003.0,14.0,"[""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",VISUAL_NOVEL,"[""REHABILITATION"", ""LOVE TRIANGLE"", ""TIME SKIP"", ""HETEROSEXUAL"", ""TRAGEDY"", ""HIKIKOMORI"", ""WORK"", ""SCHOOL"", ""NUDITY"", ""CARS""]","[""STUDIO FANTASIA""]"
149,TV,SPRING,2005.0,12.0,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""MYSTERY"", ""ROMANCE""]",MANGA,"[""BOYS' LOVE"", ""SHOUJO"", ""KEMONOMIMI"", ""AGE GAP"", ""MAGIC"", ""PRIMARILY MALE CAST""]","[""J.C. STAFF""]"
150,TV,FALL,2005.0,50.0,"[""ACTION"", ""DRAMA"", ""HORROR"", ""MYSTERY"", ""SUPERNATURAL""]",ORIGINAL,"[""VAMPIRE"", ""FEMALE PROTAGONIST"", ""SWORDPLAY"", ""GORE"", ""DEMONS"", ""AMNESIA"", ""TRAGEDY"", ""TIME SKIP"", ""SUPER POWER"", ""RAPE"", ""HETEROSEXUAL""]","[""PRODUCTION I.G""]"
151,OVA,SUMMER,2004.0,3.0,"[""ACTION"", ""COMEDY"", ""ECCHI"", ""MAHOU SHOUJO"", ""SCI-FI""]",MANGA,"[""SUPERHERO"", ""FEMALE PROTAGONIST"", ""HENSHIN"", ""NUDITY"", ""PARODY"", ""META"", ""SUPER POWER"", ""TRAGEDY"", ""SURREAL COMEDY"", ""YURI"", ""REVENGE"", ""PRIMARILY ADULT CAST"", ""POLICE"", ""SWORDPLAY"", ""ROBOTS"", ""TOKUSATSU"", ""BONDAGE"", ""GUNS""]","[""TOEI ANIMATION""]"
153,TV,SPRING,2002.0,45.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY"", ""SUPERNATURAL""]",LIGHT_NOVEL,"[""ISEKAI"", ""FEMALE PROTAGONIST"", ""POLITICS"", ""COMING OF AGE"", ""TRAGEDY"", ""LANGUAGE BARRIER"", ""MAGIC"", ""YOUKAI"", ""WAR"", ""SWORDPLAY"", ""CONSPIRACY"", ""MILITARY"", ""SHAPESHIFTING"", ""TANNED SKIN"", ""CHIMERA"", ""ANTHROPOMORPHISM""]","[""STUDIO PIERROT""]"
154,TV,SUMMER,2001.0,64.0,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""DRAMA"", ""SUPERNATURAL""]",MANGA,"[""SHOUNEN"", ""GHOST"", ""MALE PROTAGONIST"", ""SUPER POWER"", ""MYTHOLOGY"", ""PRIMARILY CHILD CAST"", ""REINCARNATION"", ""TWINS"", ""ENVIRONMENTAL"", ""PRIMARILY MALE CAST"", ""KUUDERE"", ""SWORDPLAY"", ""TRAVEL""]","[""XEBEC""]"
155,MOVIE,SUMMER,1996.0,1.0,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""HORROR"", ""SCI-FI""]",MANGA,"[""SHOUJO"", ""SUPER POWER"", ""ALTERNATE UNIVERSE"", ""ANTI-HERO"", ""GODS"", ""COSMIC HORROR"", ""ANGELS"", ""YANDERE"", ""AUGMENTED REALITY"", ""MALE PROTAGONIST"", ""URBAN FANTASY"", ""GORE"", ""DEMONS"", ""NUDITY"", ""URBAN"", ""MAGIC"", ""SWORDPLAY"", ""AMNESIA"", ""POST-APOCALYPTIC"", ""ENSEMBLE CAST"", ""CONSPIRACY"", ""MYTHOLOGY"", ""ENVIRONMENTAL"", ""MEMORY MANIPULATION"", ""PHILOSOPHY"", ""LOVE TRIANGLE"", ""TRAGEDY"", ""CYBERPUNK""]","[""MADHOUSE""]"
156,TV,FALL,2001.0,24.0,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""ROMANCE""]",MANGA,"[""URBAN FANTASY"", ""TRAGEDY"", ""MAGIC"", ""SUPER POWER"", ""SHOUJO"", ""ANTI-HERO"", ""MALE PROTAGONIST"", ""ENVIRONMENTAL""]","[""MADHOUSE""]"
157,TV,WINTER,2005.0,26.0,"[""COMEDY"", ""ECCHI"", ""FANTASY"", ""ROMANCE""]",MANGA,"[""MAGIC"", ""SCHOOL"", ""TEACHER"", ""FEMALE HAREM"", ""PRIMARILY FEMALE CAST"", ""SHOUNEN"", ""URBAN FANTASY"", ""VAMPIRE"", ""AGE GAP"", ""KUUDERE""]","[""XEBEC""]"
158,TV,WINTER,2004.0,13.0,"[""DRAMA"", ""ROMANCE"", ""SLICE OF LIFE""]",LIGHT_NOVEL,"[""SCHOOL"", ""FEMALE PROTAGONIST"", ""YURI"", ""PRIMARILY FEMALE CAST"", ""COMING OF AGE"", ""SCHOOL CLUB"", ""OJOU-SAMA""]","[""STUDIO DEEN""]"
159,TV,SPRING,2004.0,24.0,"[""ACTION"", ""ADVENTURE"", ""FANTASY"", ""HORROR"", ""MECHA"", ""SCI-FI""]",MANGA,"[""SHOUNEN"", ""MOTORCYCLES""]","[""GAINAX"", ""J.C. STAFF""]"
