score,id,format,season,season_year,episodes,genres,source,tags,studios
7,108623,MOVIE,WINTER,2020,1,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",LIGHT_NOVEL,"[""GOBLIN"", ""REVENGE"", ""GORE"", ""SURVIVAL"", ""ANTI-HERO"", ""RURAL"", ""MALE PROTAGONIST"", ""CGI"", ""MAGIC"", ""PRIMARILY ADULT CAST"", ""ELF""]","[""WHITE FOX""]"
7,108631,TV,WINTER,2021,8,"[""ACTION"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""EDUCATIONAL"", ""ENSEMBLE CAST"", ""MEDICINE"", ""WORK"", ""FEMALE PROTAGONIST"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""EPISODIC"", ""GORE"", ""SLAPSTICK"", ""PRIMARILY ADULT CAST"", ""DEMONS"", ""ANTHROPOMORPHISM"", ""CGI""]","[""DAVID PRODUCTION""]"
8,108632,TV,SUMMER,2020,13,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""PSYCHOLOGICAL"", ""THRILLER""]",LIGHT_NOVEL,"[""ISEKAI"", ""TRAGEDY"", ""TIME MANIPULATION"", ""ALTERNATE UNIVERSE"", ""MEMORY MANIPULATION"", ""MALE PROTAGONIST"", ""WITCH"", ""ASSASSINS"", ""MAGIC"", ""GORE"", ""CULT"", ""ENSEMBLE CAST"", ""ELF"", ""FOREIGN"", ""BODY HORROR"", ""TIME SKIP"", ""MAIDS"", ""TWINS"", ""YANDERE"", ""MONSTER GIRL"", ""KEMONOMIMI"", ""DEMONS"", ""COSMIC HORROR"", ""POV"", ""KUUDERE"", ""PRIMARILY FEMALE CAST"", ""TRAVEL""]","[""WHITE FOX""]"
6,108725,TV,WINTER,2021,11,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""HORROR""]",MANGA,"[""SURVIVAL"", ""PRIMARILY CHILD CAST"", ""DYSTOPIAN"", ""DEMONS"", ""FUGITIVE"", ""REVENGE"", ""TIME SKIP"", ""FEMALE PROTAGONIST"", ""SHOUNEN"", ""COSMIC HORROR"", ""GORE"", ""BODY HORROR"", ""CRIME"", ""ARCHERY"", ""FOOD""]","[""CLOVERWORKS""]"
6,108759,TV,FALL,2019,12,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",LIGHT_NOVEL,"[""VIRTUAL WORLD"", ""WAR"", ""MEMORY MANIPULATION"", ""SWORDPLAY"", ""ARTIFICIAL INTELLIGENCE"", ""VIDEO GAMES"", ""ENSEMBLE CAST"", ""PRIMARILY FEMALE CAST"", ""TERRORISM"", ""FEMALE PROTAGONIST"", ""TRAGEDY"", ""GORE"", ""AUGMENTED REALITY"", ""MAGIC"", ""MALE PROTAGONIST"", ""CONSPIRACY"", ""GOBLIN"", ""DRAGONS"", ""GODS"", ""LOVE TRIANGLE"", ""PRIMARILY TEEN CAST"", ""ISEKAI""]","[""A-1 PICTURES""]"
7,108942,SPECIAL,FALL,2018,4,"[""COMEDY"", ""FANTASY""]",MANGA,"[""CHIBI"", ""PARODY"", ""MILITARY"", ""MALE PROTAGONIST""]","[""WIT STUDIO""]"
7,109190,MOVIE,SUMMER,2019,1,"[""DRAMA"", ""FANTASY"", ""SLICE OF LIFE""]",LIGHT_NOVEL,"[""FAMILY LIFE"", ""FEMALE PROTAGONIST"", ""WRITING"", ""WORK"", ""HISTORICAL"", ""TIME SKIP"", ""FOREIGN"", ""REHABILITATION"", ""PRIMARILY FEMALE CAST"", ""COLLEGE"", ""FOUND FAMILY"", ""STEAMPUNK"", ""OJOU-SAMA"", ""TRAGEDY"", ""WAR"", ""DISABILITY"", ""NUN""]","[""KYOTO ANIMATION""]"
7,109298,TV,WINTER,2020,12,"[""ADVENTURE"", ""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""DRAWING"", ""SCHOOL CLUB"", ""PRIMARILY TEEN CAST"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""OTAKU CULTURE"", ""URBAN"", ""COMING OF AGE"", ""SURREAL COMEDY"", ""EDUCATIONAL"", ""URBAN FANTASY"", ""ENSEMBLE CAST"", ""SEINEN"", ""TOMBOY""]","[""SCIENCE SARU""]"
8,109403,TV,WINTER,2021,12,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""CUTE GIRLS DOING CUTE THINGS"", ""IYASHIKEI"", ""RURAL"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""PRIMARILY CHILD CAST"", ""SEINEN"", ""TOMBOY"", ""SCHOOL"", ""ACHRONOLOGICAL ORDER"", ""SURREAL COMEDY"", ""KUUDERE"", ""CGI""]","[""SILVER LINK.""]"
7,109963,TV,FALL,2019,12,"[""COMEDY"", ""ECCHI""]",MANGA,"[""FOOD"", ""SHOUNEN"", ""EDUCATIONAL"", ""SCHOOL"", ""MALE PROTAGONIST"", ""NUDITY"", ""FEMALE PROTAGONIST"", ""TIME SKIP""]","[""J.C. STAFF""]"
9,110277,TV,WINTER,2021,16,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""MYSTERY""]",MANGA,"[""WAR"", ""TRAGEDY"", ""MILITARY"", ""KAIJU"", ""ANTI-HERO"", ""REVENGE"", ""POLITICS"", ""PHILOSOPHY"", ""DYSTOPIAN"", ""SURVIVAL"", ""TIME SKIP"", ""SHAPESHIFTING"", ""ENSEMBLE CAST"", ""MALE PROTAGONIST"", ""FOREIGN"", ""SUPER POWER"", ""PRIMARILY ADULT CAST"", ""CONSPIRACY"", ""TERRORISM"", ""ESPIONAGE"", ""GORE"", ""SHOUNEN"", ""BODY HORROR"", ""CGI"", ""VORE"", ""MEMORY MANIPULATION"", ""GUNS"", ""ROTOSCOPING"", ""SUICIDE"", ""DISSOCIATIVE IDENTITIES""]","[""MAPPA""]"
9,110349,ONA,SPRING,2020,23,"[""ACTION"", ""COMEDY"", ""DRAMA"", ""THRILLER""]",ORIGINAL,"[""CRIME"", ""ANTI-HERO"", ""FOREIGN"", ""PRIMARILY ADULT CAST"", ""MALE PROTAGONIST"", ""URBAN"", ""WORK"", ""MAFIA"", ""DRUGS"", ""HETEROSEXUAL"", ""LANGUAGE BARRIER"", ""FEMALE PROTAGONIST"", ""TANNED SKIN"", ""GANGS"", ""BISEXUAL"", ""AVIATION"", ""TRAGEDY"", ""DETECTIVE"", ""BASEBALL"", ""WAR"", ""MAHJONG"", ""TOMBOY"", ""NUDITY""]","[""WIT STUDIO""]"
8,110355,TV,FALL,2020,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY""]",MANGA,"[""HISTORICAL"", ""SEINEN"", ""PRIMARILY ADULT CAST"", ""ENSEMBLE CAST"", ""OUTDOOR"", ""FOREIGN"", ""EDUCATIONAL"", ""GUNS"", ""MALE PROTAGONIST"", ""PRIMARILY MALE CAST"", ""REVENGE"", ""MILITARY"", ""FOOD"", ""LANGUAGE BARRIER"", ""ANTI-HERO"", ""POLITICS"", ""ANIMALS"", ""SURVIVAL"", ""GORE"", ""GENDER BENDING"", ""CRIME"", ""SWORDPLAY"", ""SAMURAI"", ""CIRCUS"", ""ARCHERY""]","[""GENO STUDIO""]"
1,110446,TV,SUMMER,2020,12,"[""ACTION"", ""HORROR""]",ORIGINAL,"[""POST-APOCALYPTIC"", ""PANDEMIC"", ""SAMURAI"", ""CGI"", ""NINJA"", ""BODY HORROR"", ""SURVIVAL"", ""TIME MANIPULATION"", ""DYSTOPIAN"", ""SURREAL COMEDY"", ""KAIJU"", ""ISEKAI"", ""TRAGEDY"", ""GORE"", ""FEMALE PROTAGONIST"", ""ALIENS"", ""CONSPIRACY""]","["" L-A-UNCH\u30fbBOX"", ""STUDIO ELLE""]"
7,110851,SPECIAL,SUMMER,2019,1,"[""ACTION"", ""FANTASY"", ""SUPERNATURAL""]",VIDEO_GAME,"[""MYTHOLOGY"", ""TIME MANIPULATION""]","[""CLOVERWORKS""]"
7,111321,TV,SPRING,2022,13,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""MALE PROTAGONIST"", ""MAGIC"", ""CGI"", ""REVENGE"", ""KEMONOMIMI"", ""KAIJU"", ""FEMALE HAREM"", ""SLAVERY"", ""ANTI-HERO"", ""GORE"", ""NUDITY"", ""FISHING""]","[""KINEMA CITRUS"", ""DR MOVIE""]"
5,111323,TV,SPRING,2020,12,"[""COMEDY"", ""SLICE OF LIFE""]",MANGA,"[""DINOSAURS"", ""SURREAL COMEDY"", ""GYARU"", ""SEINEN"", ""LANGUAGE BARRIER"", ""STOP MOTION"", ""TIME MANIPULATION"", ""PRIMARILY ADULT CAST"", ""FEMALE PROTAGONIST"", ""SUPER POWER"", ""ANIMALS"", ""EPISODIC"", ""PANDEMIC""]","[""SPACE NEKO COMPANY"", ""KAMIKAZE DOUGA""]"
8,112151,MOVIE,FALL,2020,1,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""MYSTERY"", ""SUPERNATURAL""]",MANGA,"[""DEMONS"", ""SWORDPLAY"", ""SHOUNEN"", ""TRAGEDY"", ""TRAINS"", ""BODY HORROR"", ""MALE PROTAGONIST"", ""SUPER POWER"", ""MONSTER GIRL"", ""CGI"", ""PRIMARILY TEEN CAST"", ""GORE"", ""PRIMARILY MALE CAST"", ""TRAVEL"", ""SUICIDE"", ""ORPHAN"", ""SHAPESHIFTING"", ""HISTORICAL"", ""CRIME"", ""FAMILY LIFE"", ""RURAL""]","[""UFOTABLE""]"
7,112444,TV,SPRING,2020,13,"[""ACTION"", ""ADVENTURE"", ""COMEDY""]",ORIGINAL,"[""CARS"", ""HISTORICAL"", ""FOREIGN"", ""PRIMARILY MALE CAST"", ""TRAVEL"", ""STEAMPUNK"", ""MALE PROTAGONIST"", ""GUNS"", ""ANACHRONISM"", ""SWORDPLAY"", ""SAMURAI"", ""TANNED SKIN""]","[""P.A. WORKS""]"
7,112608,TV,SPRING,2021,12,"[""ADVENTURE"", ""COMEDY"", ""FANTASY"", ""SLICE OF LIFE""]",LIGHT_NOVEL,"[""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""WITCH"", ""FAMILY LIFE"", ""CUTE GIRLS DOING CUTE THINGS"", ""RURAL"", ""REINCARNATION"", ""ISEKAI"", ""FOUND FAMILY"", ""DRAGONS"", ""SLAPSTICK"", ""EPISODIC"", ""ELF"", ""MONSTER GIRL"", ""TIME SKIP"", ""DEMONS"", ""FEMALE HAREM"", ""MAGIC"", ""ASEXUAL"", ""MEDICINE"", ""LGBTQ+ THEMES"", ""GHOST"", ""WORK"", ""TANNED SKIN"", ""AGE REGRESSION"", ""BODY SWAPPING""]","[""REVOROOT""]"
10,112641,TV,SPRING,2020,12,"[""COMEDY"", ""PSYCHOLOGICAL"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""SCHOOL"", ""SCHOOL CLUB"", ""ENSEMBLE CAST"", ""TSUNDERE"", ""OJOU-SAMA"", ""FEMALE PROTAGONIST"", ""MALE PROTAGONIST"", ""EPISODIC"", ""SLAPSTICK"", ""PARODY"", ""COMING OF AGE"", ""HETEROSEXUAL"", ""PRIMARILY TEEN CAST"", ""SEINEN"", ""META"", ""BULLYING"", ""OTAKU CULTURE"", ""PRIMARILY FEMALE CAST"", ""CROSSDRESSING"", ""VILLAINESS""]","[""A-1 PICTURES""]"
7,112803,TV,SUMMER,2020,12,"[""ACTION"", ""DRAMA"", ""SCI-FI""]",MANGA,"[""SEINEN"", ""CYBORG"", ""NOIR"", ""DYSTOPIAN"", ""GUNS"", ""CRIME"", ""CYBERPUNK"", ""MALE PROTAGONIST"", ""GORE"", ""URBAN"", ""CGI"", ""POLICE"", ""REVENGE"", ""AMNESIA"", ""DISABILITY""]","[""MADHOUSE""]"
9,113359,TV,SPRING,2021,13,"[""ACTION"", ""DRAMA"", ""SCI-FI"", ""SPORTS""]",ORIGINAL,"[""BOXING"", ""MALE PROTAGONIST"", ""PRIMARILY ADULT CAST"", ""PRIMARILY MALE CAST"", ""FOREIGN"", ""TIME SKIP"", ""DYSTOPIAN"", ""COMING OF AGE"", ""REHABILITATION"", ""DISABILITY"", ""CYBERPUNK"", ""DRUGS"", ""MOTORCYCLES""]","[""TMS ENTERTAINMENT""]"
10,113415,TV,FALL,2020,24,"[""ACTION"", ""DRAMA"", ""SUPERNATURAL""]",MANGA,"[""URBAN FANTASY"", ""SHOUNEN"", ""PRIMARILY TEEN CAST"", ""SUPER POWER"", ""YOUKAI"", ""MALE PROTAGONIST"", ""DISSOCIATIVE IDENTITIES"", ""BODY HORROR"", ""ENSEMBLE CAST"", ""MAGIC"", ""MARTIAL ARTS"", ""GORE"", ""SCHOOL"", ""SWORDPLAY"", ""ROTOSCOPING"", ""CGI"", ""TRAGEDY"", ""BASEBALL"", ""SCHOOL CLUB"", ""TANNED SKIN""]","[""MAPPA""]"
10,113717,TV,FALL,2021,23,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY""]",MANGA,"[""DISABILITY"", ""COMING OF AGE"", ""FAIRY TALE"", ""CONSPIRACY"", ""MALE PROTAGONIST"", ""LANGUAGE BARRIER"", ""ENSEMBLE CAST"", ""BULLYING"", ""SWORDPLAY"", ""MAGIC"", ""WAR"", ""DEMONS"", ""GODS"", ""SEINEN"", ""ASSASSINS"", ""ACHRONOLOGICAL ORDER"", ""GORE"", ""TSUNDERE"", ""AGE GAP"", ""AMPUTATION"", ""KAIJU"", ""TRAVEL""]","[""WIT STUDIO""]"
7,113813,TV,SUMMER,2020,12,"[""COMEDY"", ""DRAMA"", ""ROMANCE""]",MANGA,"[""LOVE TRIANGLE"", ""MALE PROTAGONIST"", ""FEMALE HAREM"", ""HETEROSEXUAL"", ""PRIMARILY ADULT CAST"", ""SLAPSTICK"", ""SHOUNEN"", ""TSUNDERE"", ""WORK"", ""COLLEGE"", ""MASTURBATION"", ""ACTING"", ""PRIMARILY FEMALE CAST"", ""ANTI-HERO"", ""SURREAL COMEDY""]","[""TMS ENTERTAINMENT""]"
6,113917,MOVIE,SPRING,2020,1,"[""ACTION"", ""PSYCHOLOGICAL"", ""SCI-FI"", ""THRILLER""]",ORIGINAL,"[""POLICE"", ""CRIME"", ""CYBERPUNK"", ""DYSTOPIAN"", ""ARTIFICIAL INTELLIGENCE"", ""PHILOSOPHY"", ""POLITICS"", ""MEMORY MANIPULATION""]","[""PRODUCTION I.G""]"
8,113936,TV,WINTER,2021,11,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""POST-APOCALYPTIC"", ""SURVIVAL"", ""EDUCATIONAL"", ""MALE PROTAGONIST"", ""WAR"", ""SHOUNEN"", ""TIME SKIP"", ""ESPIONAGE"", ""ENSEMBLE CAST"", ""OUTDOOR"", ""TRAGEDY"", ""ENVIRONMENTAL"", ""LOST CIVILIZATION"", ""PANDEMIC"", ""TOMBOY"", ""HISTORICAL"", ""TANKS""]","[""TMS ENTERTAINMENT""]"
7,114043,TV,SPRING,2020,13,"[""COMEDY"", ""DRAMA"", ""ECCHI""]",MANGA,"[""FOOD"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""NUDITY"", ""CRIME"", ""CIRCUS"", ""INCEST"", ""SUPER POWER"", ""ANTI-HERO"", ""TANNED SKIN"", ""ASSASSINS"", ""PRIMARILY TEEN CAST""]","[""J.C. STAFF""]"
7,114236,TV,SUMMER,2020,24,"[""ACTION"", ""DRAMA"", ""SCI-FI"", ""SUPERNATURAL""]",MANGA,"[""FIREFIGHTERS"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""SUPER POWER"", ""ENSEMBLE CAST"", ""DEMONS"", ""CONSPIRACY"", ""NUDITY"", ""POST-APOCALYPTIC"", ""CULT"", ""LOST CIVILIZATION"", ""GODS"", ""DYSTOPIAN"", ""NUN"", ""RELIGION"", ""TANNED SKIN"", ""MILITARY"", ""URBAN FANTASY"", ""FEMALE HAREM"", ""CHIMERA"", ""GUNS"", ""SHIPS""]","[""DAVID PRODUCTION""]"
5,114308,TV,SUMMER,2020,11,"[""ACTION"", ""ADVENTURE"", ""FANTASY""]",LIGHT_NOVEL,"[""VIRTUAL WORLD"", ""WAR"", ""ARTIFICIAL INTELLIGENCE"", ""VIDEO GAMES"", ""SWORDPLAY"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""MILITARY"", ""FEMALE HAREM"", ""MALE PROTAGONIST"", ""TIME SKIP"", ""CONSPIRACY"", ""MEMORY MANIPULATION"", ""GORE"", ""AMNESIA"", ""GODS"", ""CULT"", ""REINCARNATION"", ""PRIMARILY TEEN CAST"", ""SPACE OPERA"", ""SPACE"", ""RAPE"", ""ISEKAI""]","[""A-1 PICTURES""]"
8,114535,TV,SPRING,2021,20,"[""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""PSYCHOLOGICAL"", ""SUPERNATURAL""]",MANGA,"[""COMING OF AGE"", ""TRAGEDY"", ""SHAPESHIFTING"", ""PHILOSOPHY"", ""AGENDER"", ""ENSEMBLE CAST"", ""SURVIVAL"", ""RURAL"", ""BODY HORROR"", ""FOREIGN"", ""SHOUNEN"", ""TIME SKIP"", ""ANIMALS"", ""AFTERLIFE"", ""GORE"", ""GENDER BENDING"", ""LANGUAGE BARRIER"", ""PRIMARILY FEMALE CAST"", ""MEMORY MANIPULATION"", ""ADOPTION"", ""DEMONS"", ""BATTLE ROYALE"", ""HISTORICAL"", ""ORPHAN"", ""TRAVEL"", ""CGI"", ""RAPE""]","[""BRAIN'S BASE""]"
8,115230,TV,SPRING,2020,13,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""MYSTERY""]",MANGA,"[""SUPER POWER"", ""TRAGEDY"", ""MALE PROTAGONIST"", ""CONSPIRACY"", ""MAGIC"", ""ENSEMBLE CAST"", ""SHOUNEN"", ""CULTIVATION"", ""BATTLE ROYALE"", ""COMING OF AGE"", ""SUICIDE"", ""REVENGE"", ""HETEROSEXUAL"", ""INCEST"", ""SWORDPLAY"", ""PRIMARILY MALE CAST"", ""TRAVEL""]","[""TELECOM ANIMATION FILM""]"
7,116006,TV,SUMMER,2020,13,"[""ACTION"", ""COMEDY"", ""SUPERNATURAL""]",MANGA,"[""MARTIAL ARTS"", ""GODS"", ""SUPER POWER"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""URBAN FANTASY"", ""CULT"", ""ROTOSCOPING"", ""FOREIGN"", ""ENSEMBLE CAST"", ""PRIMARILY TEEN CAST"", ""SWORDPLAY"", ""CGI"", ""URBAN"", ""CALLIGRAPHY"", ""BATTLE ROYALE"", ""TERRORISM"", ""KEMONOMIMI"", ""ADOPTION""]","[""MAPPA""]"
6,116588,TV,SPRING,2021,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""ECCHI"", ""FANTASY"", ""SCI-FI""]",LIGHT_NOVEL,"[""PARODY"", ""ANTI-HERO"", ""ALTERNATE UNIVERSE"", ""ISEKAI"", ""MALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""WAR"", ""FEMALE HAREM"", ""GUNS"", ""MAGIC"", ""TSUNDERE"", ""CHIMERA"", ""DEMONS"", ""FEMALE PROTAGONIST"", ""ROBOTS"", ""MONSTER GIRL"", ""KUUDERE"", ""NUDITY"", ""CANNIBALISM"", ""CUTE GIRLS DOING CUTE THINGS"", ""CYBORG"", ""DISABILITY"", ""YANDERE""]","[""J.C. STAFF""]"
8,116589,TV,SPRING,2021,11,"[""ACTION"", ""DRAMA"", ""MECHA"", ""SCI-FI""]",LIGHT_NOVEL,"[""WAR"", ""MILITARY"", ""TRAGEDY"", ""DYSTOPIAN"", ""POLITICS"", ""SURVIVAL"", ""FEMALE PROTAGONIST"", ""GUNS"", ""PRIMARILY TEEN CAST"", ""POST-APOCALYPTIC"", ""CONSPIRACY"", ""ROBOTS"", ""MALE PROTAGONIST"", ""REAL ROBOT"", ""GHOST"", ""CGI"", ""ARTIFICIAL INTELLIGENCE"", ""NECROMANCY"", ""ACHRONOLOGICAL ORDER"", ""LOST CIVILIZATION"", ""KUUDERE"", ""POV""]","[""A-1 PICTURES""]"
7,116742,TV,SUMMER,2021,12,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""FANTASY""]",LIGHT_NOVEL,"[""ISEKAI"", ""REINCARNATION"", ""SUPER POWER"", ""MAGIC"", ""DEMONS"", ""POLITICS"", ""SHAPESHIFTING"", ""WAR"", ""DRAGONS"", ""AFTERLIFE"", ""ANTI-HERO"", ""GOBLIN"", ""FEMALE HAREM"", ""MONSTER GIRL"", ""MALE PROTAGONIST"", ""AGENDER"", ""NINJA"", ""MONSTER BOY"", ""ENSEMBLE CAST"", ""BISEXUAL"", ""CLONE""]","[""8-BIT""]"
7,117193,TV,SPRING,2021,25,"[""ACTION"", ""ADVENTURE"", ""COMEDY"", ""SCI-FI""]",MANGA,"[""SUPERHERO"", ""SUPER POWER"", ""SHOUNEN"", ""MALE PROTAGONIST"", ""SCHOOL"", ""PRIMARILY TEEN CAST"", ""HETEROSEXUAL"", ""CULTIVATION"", ""ENSEMBLE CAST"", ""TRAGEDY"", ""URBAN FANTASY"", ""CRIME"", ""ANTI-HERO"", ""URBAN"", ""ACHRONOLOGICAL ORDER"", ""PRIMARILY MALE CAST"", ""TOMBOY"", ""GORE"", ""LGBTQ+ THEMES"", ""MARTIAL ARTS""]","[""BONES""]"
7,117533,TV,WINTER,2021,13,"[""ACTION"", ""DRAMA"", ""SCI-FI""]",MANGA,"[""EDUCATIONAL"", ""DYSTOPIAN"", ""TRAGEDY"", ""SEINEN"", ""WORK"", ""PRIMARILY ADULT CAST"", ""GORE"", ""MEDICINE"", ""DRUGS"", ""MALE PROTAGONIST"", ""SURVIVAL"", ""ALTERNATE UNIVERSE"", ""SHAPESHIFTING"", ""SUICIDE"", ""GUNS""]","[""LIDENFILMS""]"
7,119661,TV,WINTER,2021,12,"[""ACTION"", ""ADVENTURE"", ""DRAMA"", ""FANTASY"", ""PSYCHOLOGICAL"", ""ROMANCE"", ""THRILLER""]",LIGHT_NOVEL,"[""ISEKAI"", ""TIME MANIPULATION"", ""TRAGEDY"", ""MALE PROTAGONIST"", ""WITCH"", ""MAGIC"", ""MEMORY MANIPULATION"", ""ENSEMBLE CAST"", ""ALTERNATE UNIVERSE"", ""CULT"", ""ELF"", ""GORE"", ""MONSTER GIRL"", ""MAIDS"", ""BODY HORROR"", ""ASSASSINS"", ""TIME SKIP"", ""TSUNDERE"", ""AGE GAP"", ""FOREIGN"", ""DEMONS"", ""VAMPIRE""]","[""WHITE FOX""]"
7,120120,TV,SPRING,2021,24,"[""ACTION"", ""DRAMA"", ""ROMANCE"", ""SUPERNATURAL""]",MANGA,"[""GANGS"", ""DELINQUENTS"", ""TIME MANIPULATION"", ""AGE REGRESSION"", ""MALE PROTAGONIST"", ""TRAGEDY"", ""PRIMARILY MALE CAST"", ""REVENGE"", ""CRIME"", ""ALTERNATE UNIVERSE"", ""URBAN"", ""SHOUNEN"", ""ENSEMBLE CAST"", ""HETEROSEXUAL"", ""BULLYING"", ""MOTORCYCLES"", ""SUICIDE"", ""SCHOOL"", ""DETECTIVE"", ""MOPEDS"", ""POV""]","[""LIDENFILMS""]"
7,120697,TV,SPRING,2021,12,"[""COMEDY"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""SLAPSTICK"", ""BULLYING"", ""TSUNDERE"", ""SCHOOL"", ""EPISODIC"", ""HETEROSEXUAL"", ""TANNED SKIN"", ""GYARU"", ""SCHOOL CLUB"", ""PRIMARILY TEEN CAST"", ""DRAWING"", ""SHOUNEN"", ""YANDERE"", ""TOMBOY"", ""NEKOMIMI""]","[""TELECOM ANIMATION FILM""]"
6,122052,TV,SUMMER,2021,12,"[""ACTION"", ""ADVENTURE"", ""ROMANCE""]",ORIGINAL,"[""FEMALE PROTAGONIST"", ""PIRATES"", ""FOREIGN"", ""COMING OF AGE"", ""HETEROSEXUAL"", ""FAIRY TALE"", ""ANACHRONISM"", ""MEMORY MANIPULATION"", ""HISTORICAL"", ""NINJA"", ""ASSASSINS"", ""AMNESIA"", ""SHIPS"", ""PRIMARILY MALE CAST"", ""MYTHOLOGY"", ""PHILOSOPHY"", ""TWINS"", ""KUUDERE"", ""TSUNDERE"", ""TRAVEL""]","[""PRODUCTION I.G""]"
7,124080,TV,WINTER,2021,13,"[""COMEDY"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""SCHOOL"", ""FEMALE PROTAGONIST"", ""FAMILY LIFE"", ""MALE PROTAGONIST"", ""ENSEMBLE CAST"", ""COMING OF AGE"", ""HETEROSEXUAL"", ""PRIMARILY TEEN CAST"", ""TSUNDERE"", ""SLAPSTICK"", ""LOVE TRIANGLE"", ""BULLYING"", ""SHOUNEN"", ""LGBTQ+ THEMES"", ""SADISM"", ""MASOCHISM""]","[""CLOVERWORKS""]"
7,124223,TV,WINTER,2021,13,"[""DRAMA"", ""SLICE OF LIFE"", ""SPORTS""]",VIDEO_GAME,"[""ATHLETICS"", ""KEMONOMIMI"", ""PRIMARILY FEMALE CAST"", ""FEMALE PROTAGONIST"", ""REHABILITATION"", ""ANIMALS"", ""TRAGEDY"", ""HISTORICAL"", ""IDOL"", ""CGI"", ""PRIMARILY TEEN CAST"", ""TIME SKIP"", ""SCHOOL""]","[""STUDIO KAI""]"
7,124845,TV,WINTER,2021,12,"[""ACTION"", ""DRAMA"", ""FANTASY"", ""MYSTERY"", ""PSYCHOLOGICAL"", ""SCI-FI"", ""THRILLER""]",ORIGINAL,"[""TRAGEDY"", ""FEMALE PROTAGONIST"", ""PRIMARILY FEMALE CAST"", ""URBAN FANTASY"", ""SUICIDE"", ""BULLYING"", ""COMING OF AGE"", ""ALTERNATE UNIVERSE"", ""DENPA"", ""PRIMARILY CHILD CAST"", ""PHILOSOPHY"", ""ENSEMBLE CAST"", ""HIKIKOMORI"", ""AFTERLIFE"", ""PRIMARILY TEEN CAST"", ""BODY HORROR"", ""ARTIFICIAL INTELLIGENCE"", ""SCHOOL"", ""LGBTQ+ THEMES"", ""TANNED SKIN"", ""TOMBOY"", ""KUUDERE"", ""AGE GAP"", ""ISEKAI"", ""MONSTER GIRL"", ""IDOL"", ""GUNS"", ""TRANSGENDER"", ""DISABILITY""]","[""CLOVERWORKS""]"
9,125367,TV,SPRING,2022,13,"[""COMEDY"", ""PSYCHOLOGICAL"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""SCHOOL"", ""HETEROSEXUAL"", ""SCHOOL CLUB"", ""SLAPSTICK"", ""ENSEMBLE CAST"", ""PRIMARILY TEEN CAST"", ""COMING OF AGE"", ""META"", ""TSUNDERE"", ""FEMALE PROTAGONIST"", ""MALE PROTAGONIST"", ""OJOU-SAMA"", ""SEINEN"", ""EPISODIC"", ""LOVE TRIANGLE"", ""PARODY"", ""DETECTIVE"", ""SATIRE"", ""COSPLAY"", ""CROSSDRESSING"", ""CGI""]","[""A-1 PICTURES""]"
7,125368,OVA,SPRING,2021,1,"[""COMEDY"", ""ECCHI"", ""ROMANCE"", ""SLICE OF LIFE""]",MANGA,"[""NUDITY"", ""PARODY"", ""SCHOOL"", ""SATIRE"", ""FOOD"", ""ENSEMBLE CAST"", ""OTAKU CULTURE"", ""TSUNDERE"", ""SEINEN"", ""SWIMMING"", ""HETEROSEXUAL"", ""PRIMARILY TEEN CAST""]","[""A-1 PICTURES""]"
